,X,ID,Strain.x,ident,Age,Weight.x,mediantemps,Date.x,Clutch,shh_R2_spot,shh_M1_spot,shh_M2_spot,cap_transition,M1_spot_split_LR,shboob,Total_state,stateord,Symmetry,groupwt,nid.x,Age.dpc.,Date.y,Strain.y,Weight.y,Litter,Weekday,indata,age,poids,portee,agerel,poidscor,agecor,agepreditsanscor,poidscor2,agecor2,dev01,dev.inf,dev.sup,sd,dev05,dev15,nid.y
36,36,shh_16.0_02_402_FE,FVB,582,16,402,16.079,7/31/2014,FE,0,2,0,2,2,1,0_2_2_1,325_0_2_2_1,Y,325,402FE,16,7/31/2014,FVB,402,FF,5,FALSE,16,5.9964520886,FF,1,6.0582022062,16.0565306134,15.9229820973,6.0230046392,15.9804079592,15.9542515335,15.5476559496,16.3737806278,1,15.9216699253,16.0381022054,402FF
38,38,shh_16.0_04_404_FE,FVB,583,16,404,16.084,7/31/2014,FE,0,2,1,2,2,1,0_2_2_1,325_0_2_2_1,-,325,404FE,16,7/31/2014,FVB,404,FF,5,TRUE,16,6.001414878,FF,1,6.0631649956,16.0672637614,15.9337152453,6.0279674285,15.9911411072,15.9650048311,15.5584406699,16.3852334281,1,15.9324889857,16.048848655,404FF
162,162,shh_16.0_04_424_DO,DUHi,235,16,424,15.583,03/12/14,DO,0,2,1,2,2,1,0_2_2_1,325_0_2_2_1,-,325,424DO,16,3/20/2014,DUHi,424,DO,5,TRUE,16,6.0497334552,DO,1,5.9869302813,15.971767304,16.0890013331,6.0227280905,16.0385907006,16.0585753686,15.6955532358,16.4325957668,1,16.0835963305,15.9849276382,424DO
163,163,shh_15.5_02_426_DN,DUHi,214,15.5,426,15.991,3/20/2014,DN,0,2,0,2,1,1,0_2_2_1,325_0_2_2_1,-,325,426DN,15.5,3/12/2014,DUHi,426,DN,4,TRUE,15.5,6.0544393463,DN,0.5,5.8296881217,15.6782450059,16.0977857708,5.9577963197,15.9173832419,15.9985050518,15.6458885133,16.3893139563,1,16.070404287,15.7280232374,426DN
164,164,shh_15.5_16_427_DN,DUHi,215,15.5,427,15.694,03/12/14,DN,0,2,0,2,2,1,0_2_2_1,325_0_2_2_1,y,325,427DN,15.5,3/12/2014,DUHi,427,DN,4,TRUE,15.5,6.0567840132,DN,0.5,5.8320327887,15.6826217712,16.1021625361,5.9601409867,15.9217600072,16.0028110137,15.6500537711,16.3938157091,1,16.074812937,15.7324448547,427DN
165,165,shh_15.5_16_427_DN,DUHi,216,15.5,427,15.694,03/12/14,DN,0,2,0,2,2,1,0_2_2_1,325_0_2_2_1,y,325,427DN,15.5,3/12/2014,DUHi,427,DN,4,TRUE,15.5,6.0567840132,DN,0.5,5.8320327887,15.6826217712,16.1021625361,5.9601409867,15.9217600072,16.0028110137,15.6500537711,16.3938157091,1,16.074812937,15.7324448547,427DN
37,37,shh_16.0_03_437_FE,FVB,586,16,437,16.238,7/31/2014,FE,0,2,0,2,2,1,0_2_2_1,325_0_2_2_1,-,325,437FE,16,7/31/2014,FVB,437,FF,5,FALSE,16,6.0799331951,FF,1,6.1416833127,16.23707728,16.1035287639,6.1064857457,16.1609546258,16.1343932871,15.7243144928,16.564070858,1,16.1017678694,16.2184978392,437FF
166,166,shh_15.5_03_442_DN,DUHi,218,15.5,442,15.693,03/12/14,DN,0,2,0,2,1,1,0_2_2_1,325_0_2_2_1,-,325,442DN,15.5,3/12/2014,DUHi,442,DN,4,TRUE,15.5,6.0913098821,DN,0.5,5.8665586575,15.7470708502,16.1666116151,5.9946668555,15.9862090862,16.0664606757,15.7127959288,16.4598879902,1,16.139111902,15.7966321208,442DN
167,167,shh_16.0_07_452_DO,DUHi,236,16,452,15.691,03/12/14,DO,0,2,0,2,2,1,0_2_2_1,325_0_2_2_1,-,325,452DO,16,3/20/2014,DUHi,452,DO,5,TRUE,16,6.1136821798,DO,1,6.050879006,16.0911397207,16.2083737498,6.0866768151,16.1579631173,16.1775000211,15.8118672359,16.5562745376,1,16.2029461064,16.1034638404,452DO
168,168,shh_16.0_01_455_DO,DUHi,237,16,455,15.751,03/12/14,DO,0,2,0,2,2,1,0_2_2_1,325_0_2_2_1,Y,325,455DO,16,3/20/2014,DUHi,455,DO,5,TRUE,16,6.120297419,DO,1,6.0574942451,16.1034883185,16.2207223476,6.0932920542,16.1703117151,16.1898510725,15.8238143423,16.5691304736,1,16.2152278327,16.1158311361,455DO
39,39,shh_16.0_08_456_DO,DUHi,584,16,456,16.113,3/20/14,DO,0,2,0,2,2,1,0_2_2_1,325_0_2_2_1,-,325,456DO,16,7/31/2014,FVB,406,FF,5,FALSE,16,6.0063531596,FF,1,6.0681032772,16.077943906,15.9443953899,6.0329057102,16.0018212518,15.9756757859,15.568868804,16.396393094,1,15.9428958024,16.0596111919,406FF
34,34,shh_15.5_04_457_DN,DUHi,219,15.5,457,15.807,03/05/14,DN,0,2,0,2,1,1,0_2_2_1,325_0_2_2_1,-,325,457DN,15.5,3/12/2014,DUHi,456,DN,4,FALSE,15.5,6.1224928095,DN,0.5,5.897741585,15.8052796954,16.2248204603,6.025849783,16.0444179314,16.1243403736,15.7692021046,16.519763504,1,16.1971349762,15.8548560238,456DN
169,169,shh_15.5_09_457_DV,DUHi,230,15.5,457,16.102,3/20/2014,DV,0,2,0,2,2,1,0_2_2_1,325_0_2_2_1,-,325,457DV,15.5,10/23/2014,DUHi,457,DV,5,TRUE,15.5,6.1246833909,DV,0.5,6.0405150404,16.0717934143,16.2289095957,6.0884910002,16.1613496377,16.1793109119,15.8281534491,16.5693900441,1,16.2201206451,16.090405046,457DV
170,170,shh_16.0_05_476_DO,DUHi,238,16,476,16.113,3/20/2014,DO,0,2,1,2,2,1,0_2_2_1,325_0_2_2_1,Y,325,476DO,16,3/20/2014,DUHi,476,DO,5,TRUE,16,6.1654178542,DO,1,6.1026146803,16.1877141641,16.3049481932,6.1384124895,16.2545375607,16.2734730018,15.9048271748,16.6564719518,1,16.2992855671,16.1995948592,476DO
171,171,shh_16.0_06_481_DO,DUHi,239,16,481,16.06,10/23/2014,DO,0,2,1,2,2,1,0_2_2_1,325_0_2_2_1,-,325,481DO,16,3/20/2014,DUHi,481,DO,5,TRUE,16,6.1758672701,DO,1,6.1130640962,16.2072199796,16.3244540087,6.1488619053,16.2740433762,16.2928237328,15.923546263,16.6767740449,1,16.3186555873,16.2190219236,481DO
172,172,shh_15.5_05_483_DM,DUHi,206,15.5,483,16.196,3/20/2014,DM,0,2,0,2,2,1,0_2_2_1,325_0_2_2_1,Y,325,483DM,15.5,3/5/2014,DUHi,483,DM,4,TRUE,15.5,6.1800166537,DM,0.5,5.8309600079,15.6806192226,16.3321996197,6.029922296,16.0520200489,16.1792413643,15.8284438955,16.5704844626,1,16.2943601651,15.7646552414,483DM
