"","X","ID","Strain.x","ident","Age","Weight.x","Clutch","shh_R2_spot","shh_M1_spot","shh_M2_spot","cap_transition","M1_spot_split_LR","shboob","Total_state","stateord","Symmetry","groupwt","nid.x","Age.dpc.","Date","Strain.y","Weight.y","Litter","Weekday","indata","age","poids","portee","agerel","poidscor","agecor","agepreditsanscor","poidscor2","agecor2","dev01","dev.inf","dev.sup","sd","dev05","dev15","nid.y"
"43",13,"shh_14.5_30_268_I","DUHi",143,14.5,268,"DI",0,2,0,2,0,1,"0_2_2_1","331_0_2_2_1","-",331,"268DI",14.5,"3/4/2014","DUHi",268,"DI",3,TRUE,14.5,5.59098698051086,"DI",-0.5,5.36520306507355,14.8111955989476,15.2326640771557,5.49389989687281,15.0514326315262,15.1290531502301,14.7864528929398,15.4936875906313,"001",15.2092198570825,14.8621807870543,"268DI"
"44",72,"shh_15.0_04_217-218_J","DUHi",166,15,217.5,"DJ",1,1,0,1,0,1,"1_1_1_1","216_1_1_1_1","y",216,"217.5DJ",15,"1/30/2014","DUHi",217,"DJ",5,FALSE,15,5.37989735354046,"DJ",0,5.49224128199981,15.0483365124554,14.8386252738494,5.42820524277798,14.92880110645,14.8859150184482,14.5344642734267,15.2340735971326,"001",14.8503697966777,15.0257380543875,"217DJ"
"45",4,"shh_15.0_05_245_J","DUHi",169,15,245,"DJ",0,2,0,2,0,1,"0_2_2_1","331_0_2_2_1","-",331,"245DJ",15,"1/30/2014","DUHi",245,"DJ",5,TRUE,15,5.50125821054473,"DJ",0,5.61360213900408,15.2748795574573,15.0651683188513,5.54956609978225,15.1553441514519,15.1114259157501,14.7607174567117,15.4625605000249,"001",15.0763617979076,15.2510873399837,"245DJ"
"46",3,"shh_15.0_01_219_K","DUHi",173,15,219,"DK",0,1,0,1,0,1,"0_1_1_1","211_0_1_1_1","y",211,"219DK",15,"3/13/2014","DUHi",219,"DK",5,TRUE,15,5.3890717298165,"DK",0,5.27864255052449,14.64961398996,14.8557509862815,5.34158718272094,14.7671120778632,14.803076689945,14.4621514284134,15.1524903285128,"001",14.8435003774546,14.678617671243,"219DK"
"47",30,"shh_15.0_02_265_K","DUHi",177,15,265,"DK",0,2,0,2,0,1,"0_2_2_1","331_0_2_2_1","y",331,"265DK",15,"3/13/2014","DUHi",265,"DK",5,TRUE,15,5.57972982598622,"DK",0,5.46930064669421,15.0055134679855,15.211650464307,5.53224527889066,15.1230115558887,15.1565141339173,14.8190779674418,15.5118683656832,"001",15.1987892875997,15.0338293295489,"265DK"
"48",34,"shh_15.0_03_294_K","DUHi",181,15,294,"DK",0,2,0,2,0,1,"0_2_2_1","331_0_2_2_1","-",331,"294DK",15,"3/13/2014","DUHi",294,"DK",5,TRUE,15,5.68357976733868,"DK",0,5.57315058804667,15.1993690695195,15.4055060658411,5.63609522024312,15.3168671574228,15.3490459470138,15.0112238113696,15.7091943597936,"001",15.3925807063653,15.2272980785499,"294DK"
"49",139,"shh_15.0_06_221_K","DUHi",174,15,221,"DK",0,2,0,2,0,1,"0_2_2_1","331_0_2_2_1","-",331,"221DK",15,"3/13/2014","DUHi",221,"DK",5,TRUE,15,5.39816270151775,"DK",0,5.28773352222574,14.6665840119429,14.8727210082644,5.35067815442219,14.7840820998462,14.8200306538287,14.4790705430984,15.1695588601704,"001",14.8604144250927,14.6953988049531,"221DK"
"50",22,"shh_15.0_07_294_K","DUHi",181,15,294,"DK",0,2,0,2,1,1,"0_2_2_1","331_0_2_2_1","-",331,"294DK",15,"3/13/2014","DUHi",294,"DK",5,TRUE,15,5.68357976733868,"DK",0,5.57315058804667,15.1993690695195,15.4055060658411,5.63609522024312,15.3168671574228,15.3490459470138,15.0112238113696,15.7091943597936,"001",15.3925807063653,15.2272980785499,"294DK"
"51",117,"shh_15.0_10_242_DK","DUHi",186,15,242,"DK",0,2,0,1,1,1,"0_2_1_1","235_0_2_1_1","Y",235,"242DK",15,"9/18/2014","DUHi",242,"DT",5,FALSE,15,5.48893772615669,"DT",0,5.52982916657788,15.1185014242539,15.0421697992457,5.5065210455378,15.0749923979992,15.0509410630631,14.6971477969452,15.4019708072481,"001",15.0457324233483,15.1069662952469,"242DT"
"52",129,"shh_15.0_11_262_DK","DUHi",176,15,262,"DK",0,2,0,2,1,1,"0_2_2_1","331_0_2_2_1","-",331,"262DK",15,"3/13/2014","DUHi",262,"DK",5,TRUE,15,5.5683445037611,"DK",0,5.45791532446908,14.9842606058281,15.1903976021497,5.52085995666553,15.1017586937314,15.1356046664669,14.7978200488322,15.4900936984556,"001",15.1775715109303,15.0125863456176,"262DK"
